,ticker,MACD,Signal
0,MMM,-0.7714886293454777,-7.91238340696028
1,AOS,-0.3333472569871416,-3.7664490234847365
2,ABT,-0.5949383890761557,-3.1423869387750964
3,ABBV,-1.6077393249754222,5.76258374450435
4,ABMD,-0.8345392042638835,-15.907808967050748
5,ACN,-1.9425823040406716,-12.28254572525732
6,ATVI,-0.04256849125040146,0.3545815375774258
7,ADM,-2.5849320160926905,3.4181474016679485
8,ADBE,2.064465614868574,-39.81686346422365
9,ADP,-0.4390299053043928,0.055904939172149684
10,AAP,-2.477756043041091,-7.444246622024287
11,AES,-0.02348148793857774,-0.5226935387360047
12,AFL,-0.6637004923379324,-0.26290293786781954
13,A,0.31553342875385937,-6.428277577389274
14,APD,1.4107968622783478,-7.692438592517933
15,AKAM,-1.6902439613533762,-3.58853070071528
16,ALK,-1.0763060574899188,-2.5494466826744255
17,ALB,-1.679809417791284,2.035638040230986
18,ARE,-3.4843763357478643,-10.194344784334195
19,ALGN,0.22514304900221305,-77.19387277594251
20,ALLE,-0.744451239030032,-5.256299926943622
21,LNT,-0.4596728650975742,0.3397374932852565
22,ALL,-0.42108686363866177,1.4248818721467824
23,GOOGL,-2.9939912279697722,-118.93433000957647
24,GOOG,-1.5781464265722889,-120.55883841817888
25,MO,-1.5544776713172161,0.5252575091801297
26,AMZN,-0.9655878144254135,-12.000923433912027
27,AMCR,0.013580602697115224,0.2473994909930284
28,AMD,-1.911438561152453,-6.975119927941703
29,AEE,-0.7729844733461937,1.3239175170185808
30,AAL,-0.3475592911049531,-0.822527761711023
31,AEP,-1.0400948780528942,2.794734098256267
32,AXP,-3.853746438201238,-4.027505403227668
33,AIG,-1.1432301568697176,-0.2638905631111563
34,AMT,1.9243551251466087,-1.971107019230321
35,AWK,-0.03603196360154204,-4.196275129292533
36,AMP,-4.604045198205132,-8.12666820940343
37,ABC,-2.4396116998273953,4.851128009613433
38,AME,-1.2383932814396088,-4.554148105859558
39,AMGN,-0.33795447236239795,6.005424617321935
40,APH,-0.6001649253025887,-2.3733306255561972
41,ADI,-0.995994200124029,-2.9163180416705234
42,ANSS,-0.4260367808764087,-24.95397226261776
43,AON,-3.249306161794799,-3.338123886517884
44,APA,-1.5479148065470203,3.384937979602768
45,AAPL,-1.8801617344548651,-3.563926165604962
46,AMAT,-2.328173201857206,-9.048640881787398
47,APTV,0.2539143430736104,-13.047586194874675
48,ANET,-2.468061266438922,-3.484249415557728
49,AJG,-0.6153649956247971,1.2042180979021662
50,AIZ,-1.5777979980511576,4.3879634714970495
51,T,0.18863737135553538,0.47085243633435536
52,ATO,-1.0810266982205476,3.0515513827928586
53,ADSK,0.8660212408568349,-19.18872531452862
54,AZO,7.7833628028541355,55.59907258872175
55,AVB,-3.924577731937072,-7.643465409143394
56,AVY,0.536586374999505,-8.44271454978156
57,BKR,-1.1098608463712154,1.6150468664607758
58,BALL,-0.9042044073100763,-4.668554272188529
59,BAC,-0.5223238639867085,-2.42214165658415
60,BBWI,-1.7344080675232103,-5.804845242464539
61,BAX,-1.0142156924463004,-2.7760996911634797
62,BDX,-1.6419813144599558,0.9772597448314442
63,WRB,-0.4080152476652841,3.406129995222764
64,BRK-B,-7.080420897329311,-0.971261010490303
65,BBY,-1.2574168883223251,-6.897446259459699
66,BIO,2.687226958803194,-41.33124960008024
67,TECH,-0.927087042055966,-22.590838452346425
68,BIIB,4.096285345641334,-12.299211841345723
69,BLK,2.6451977041866144,-52.932262229706055
70,BK,-0.21006705489237776,-2.887654184647324
71,BA,0.17288530503674338,-18.263483748541745
72,BKNG,-45.464150974723765,-68.42189866647564
73,BWA,-0.1392935015867054,-1.914473840646211
74,BXP,-3.3527508909365062,-3.40667903595964
75,BSX,-0.468649744790689,-0.9796405952687761
76,BMY,-0.2826624267018154,3.2483082006086157
77,AVGO,-12.056100401374698,-3.369710609355929
78,BR,0.9754821560297477,-4.939253305360061
79,BRO,-0.6043993548128583,-1.202811587148173
80,BF-B,0.7140409811818619,-0.39713595187624595
81,CHRW,-0.6997497284618632,1.7187367658487844
82,CDNS,0.8749896388840195,-1.9029663877923066
83,CZR,-1.4642543777184311,-10.887516075143369
84,CPT,-2.612393814121349,-4.486390248198843
85,CPB,0.09764586816542176,1.0796430486510933
86,COF,-1.230157516932998,-8.832251757424906
87,CAH,-0.7079772962079144,0.796691044626591
88,KMX,1.0732974569222264,-7.365280401302449
89,CCL,-0.6336753995204845,-2.3896033698417494
90,CARR,-0.19507991674695147,-3.0682421881707467
91,CTLT,1.7841027628011203,-2.7309484851092036
92,CAT,-4.118862792193372,-1.1628999802975069
93,CBOE,0.793757372480969,-2.595466426428758
94,CBRE,-0.6666427174392284,-5.161460171234682
95,CDW,-0.7119891000809435,-4.838291599528459
96,CE,-3.312973415388135,-4.387479430197694
97,CNC,-0.20234017897546352,1.6536076399282698
98,CNP,-0.33471607698814065,0.8815799977460373
99,CDAY,0.58081559921715,-10.126176764803535
100,CF,-3.0648289560951882,6.305060590812762
101,CRL,0.5802491634817315,-31.18137169554577
102,SCHW,-1.0003116282509752,-3.9609115221772497
103,CHTR,2.020585216186177,-44.39954625425746
104,CVX,-4.810744854125387,10.297309292358575
105,CMG,-4.848567465767388,-71.58042922923855
106,CB,-2.6422597144999944,2.949931311070026
107,CHD,-0.6233381012668242,-0.5865590163588341
108,CI,1.100045011128266,9.095643536291668
109,CINF,-1.5185008808199867,0.7549279816486645
110,CTAS,-1.5507880062583324,-4.989202021017289
111,CSCO,-0.5805442656527156,-2.6816678099413203
112,C,0.025700708200470324,-3.905190144605217
113,CFG,-0.47193221221902615,-2.480733548103868
114,CTXS,-0.2884667753752617,-0.18840378736714375
115,CLX,0.42594325347546835,-5.337253962085201
116,CME,-1.5724317920107973,-3.788946631520111
117,CMS,-0.6175867223045775,1.3732465729267862
118,KO,-0.2561197916299671,1.4312954606744521
119,CTSH,-1.6363432326907743,-2.365129143981309
120,CL,0.2718131568307175,-0.16949063751596358
121,CMCSA,-0.08842037486110721,-2.478814190154439
122,CMA,-1.1898262666396964,-1.8341105882040576
123,CAG,0.07504594941276253,-0.0005951250186427715
124,COP,-3.1138978718444497,6.5814970355235465
125,ED,-0.8104748901676713,3.69455822428647
126,STZ,-0.5885708236031291,3.1187584202942786
127,CEG,,
128,COO,-5.35607115480768,-18.034583718941533
129,CPRT,0.4237818650099019,-6.174908386660649
130,GLW,-0.2562127628749906,-1.1456419261472461
131,CTVA,-1.0424809075433572,2.3838571964660247
132,COST,-5.0241659912623895,-4.19200532996685
133,CTRA,-0.8265706433298079,2.538690954284759
134,CCI,-1.2581298278919353,-1.3164965708652967
135,CSX,-0.5697164320517554,-0.8430310569320487
136,CMI,0.7992786929915763,-5.794504574156518
137,CVS,-1.1778335723869398,-0.05894674361517138
138,DHI,0.4704267316096784,-5.345098734958484
139,DHR,0.42293191851272205,-9.31629073392313
140,DRI,-0.8848327145185992,-4.705501516247263
141,DVA,-2.626158729826228,-5.093613929471461
142,DE,-10.189708102279592,-5.887783424225478
143,DAL,-1.1447792309052263,-1.1503154809934655
144,XRAY,-0.3507861781160537,-4.372570096970057
145,DVN,-2.2651481007494025,5.567092828750918
146,DXCM,-1.1677794088774611,-10.904195565368514
147,FANG,-3.7607577750109753,6.669915810801899
148,DLR,-0.5528325887361003,-4.126375719680249
149,DFS,-0.9272510468026409,-3.7445401490636216
150,DISH,-0.5055647294823506,-3.820999437731925
151,DIS,-0.9759101220893402,-13.616005395690172
152,DG,2.3981783040163656,4.1702075441270985
153,DLTR,-1.1717149723540743,8.015917574954194
154,D,-0.7748167908123469,1.0754119755134701
155,DPZ,8.078042214588368,-24.224406478305287
156,DOV,-1.4494970054794702,-8.960194808860892
157,DOW,-1.8757829161735655,0.627464348946158
158,DTE,-1.211564851472707,2.7454091099550397
159,DUK,-0.8308107098555848,1.8340830306933082
160,DRE,0.21278750277001302,-0.3252439465657633
161,DD,-1.238875815802004,-3.605273473431751
162,DXC,0.016705937878147004,-0.6458271979175269
163,EMN,-1.7783876416091333,-3.6523060308972317
164,ETN,-1.3536493763052828,-5.585325695015728
165,EBAY,-0.20608487594358316,-4.735091697561662
166,ECL,0.29335633943946426,-11.586331018006314
167,EIX,-0.9528474273772691,1.1709477383976623
168,EW,-0.9218861978269492,-4.008698299140094
169,EA,0.2545803745506303,-1.1065437736981094
170,ELV,-5.141901844193345,15.01314534153892
171,LLY,2.1842887550499626,14.656880384532386
172,EMR,-0.9743013154895035,-2.3003965243938413
173,ENPH,4.010272342622631,3.3713388220079525
